"","Caso","mu_mx","K_N","Y_NB","bet_mx","K_S","Y_SE","err_q.global","pRMSD.C_B","pRMSD.C_N","pRMSD.C_S","pRMSD.C_E","npRMSD.C_B","npRMSD.C_N","npRMSD.C_S","npRMSD.C_E","Regr_P.C_B","Regr_P.C_N","Regr_P.C_S","Regr_P.C_E","LackAdj_P.C_B","LackAdj_P.C_N","LackAdj_P.C_S","LackAdj_P.C_E","scal.mu_mx","scal.K_N","scal.Y_NB","scal.bet_mx","scal.K_S","scal.Y_SE","Solver","Slvr.ID","DEoptim.itmx","Slvr.Msg","Slvr.FuncEvs","n_iter/n_EvalFnc","t_com [s]","CAS Notas"
"","EM12e015","0.117291517182988","0.00967447634206391","0.0321021740346956","1.04025185202327","54.1620049187655","1.81053517484506","1725.69946604903","0.206227177330306","0.0028025582375449","10.7991074364107","5.3738184139963","0.0804138035679012","0.0329692359875177","0.0859564954484072","0.078639932380811","1.53672169947657e-10","7.91672849808588e-07","5.76757643137696e-13","2.94839543635776e-14","0.242135632653262","0.79189808028692","0.0497169687906715","0.0160680109657361","1","1000","100","1","1","1","L-BFGS-B","1",NA,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","115","1495","392.615","* Distintas cotas en K_S, K_N, bet_mx, con rto a primeras pruebas (3.09.2021 y 17.09.2021)."
