"","Caso","mu_mx","K_N","Y_NB","bet_mx","K_S","Y_SE","err_q.global","pRMSD.C_B","pRMSD.C_N","pRMSD.C_S","pRMSD.C_E","npRMSD.C_B","npRMSD.C_N","npRMSD.C_S","npRMSD.C_E","Regr_P.C_B","Regr_P.C_N","Regr_P.C_S","Regr_P.C_E","LackAdj_P.C_B","LackAdj_P.C_N","LackAdj_P.C_S","LackAdj_P.C_E","scal.mu_mx","scal.K_N","scal.Y_NB","scal.bet_mx","scal.K_S","scal.Y_SE","Solver","Slvr.ID","DEoptim.itmx","Slvr.Msg","Slvr.FuncEvs","n_iter/n_EvalFnc","t_com [s]","CAS Notas"
"","EM48e010","0.123097574336961","0.0123957369714224","0.0312208349781984","0.590391149532464","14.6391294680478","1.77084666625819","119.852936477281","0.0995505354177106","0.00250256386395261","4.54617151335892","3.60701638402448","0.0445701048761741","0.0272478002054818","0.0412263195449262","0.0579133313793817","0.222322719244139","0.922045642022231","0.375325940400628","0.217004633487231","0.439528242746089","0.960034442065249","0.59457075462093","0.433256427690893","1","1000","100","1","1","1","L-BFGS-B","1",NA,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","44","572","117.967","* Distintas cotas en K_S, K_N, bet_mx, con rto a primeras pruebas (3.09.2021 y 17.09.2021)."
