"","Caso","mu_mx","K_N","Y_NB","bet_mx","K_S","Y_SE","err_q.global","pRMSD.C_B","pRMSD.C_N","pRMSD.C_S","pRMSD.C_E","npRMSD.C_B","npRMSD.C_N","npRMSD.C_S","npRMSD.C_E","Regr_P.C_B","Regr_P.C_N","Regr_P.C_S","Regr_P.C_E","LackAdj_P.C_B","LackAdj_P.C_N","LackAdj_P.C_S","LackAdj_P.C_E","scal.mu_mx","scal.K_N","scal.Y_NB","scal.bet_mx","scal.K_S","scal.Y_SE","Solver","Slvr.ID","DEoptim.itmx","Slvr.Msg","Slvr.FuncEvs","n_iter/n_EvalFnc","t_com [s]","CAS Notas"
"","EM24e010","0.109801597015732","1e-04","0.0317946461563956","0.532400653099396","9.85561877856094","1.86331412300573","424.129620020501","0.119050561541463","0.00320707687696148","6.64506072034273","4.0288860613612","0.0563670637959115","0.0346225636560732","0.0554552921967555","0.0604537386023778","6.14433543466067e-09","0.410124882001647","0.000380802719714865","9.03180297006922e-06","0.000825670389065713","0.977891492460861","0.290998210072009","0.0667612541004639","1","1000","100","1","1","1","L-BFGS-B","1",NA,"CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH","98","1274","313.939","* Distintas cotas en K_S, K_N, bet_mx, con rto a primeras pruebas (3.09.2021 y 17.09.2021)."
