"","Caso","mu_mx","K_N","Y_NB","bet_mx","K_S","Y_SE","err_q.global","pRMSD.C_B","pRMSD.C_N","pRMSD.C_S","pRMSD.C_E","npRMSD.C_B","npRMSD.C_N","npRMSD.C_S","npRMSD.C_E","Regr_P.C_B","Regr_P.C_N","Regr_P.C_S","Regr_P.C_E","LackAdj_P.C_B","LackAdj_P.C_N","LackAdj_P.C_S","LackAdj_P.C_E","scal.mu_mx","scal.K_N","scal.Y_NB","scal.bet_mx","scal.K_S","scal.Y_SE","Solver","Slvr.ID","DEoptim.itmx","Slvr.Msg","Slvr.FuncEvs","n_iter/n_EvalFnc","t_com [s]","CAS Notas"
"","EM12e005","0.117778761305057","0.00845719105952793","0.032306425119723","0.692354765268056","20.4392130737985","1.78313108970939","145.329202623577","0.0672604592208948","0.0011980889993216","2.88534141168636","1.77567312945138","0.0272521431404616","0.0134575991033273","0.0258852545024985","0.0280495693011936","2.0702403379983e-09","1.85946682944862e-10","4.45276188672326e-08","4.16528185174616e-13","0.401621588131851","0.252497613987967","0.614784060908026","0.0443656607985667","1","1000","100","1","1","1","L-BFGS-B","1",NA,"ERROR: ABNORMAL_TERMINATION_IN_LNSRCH","122","1586","428.632","* Distintas cotas en K_S, K_N, bet_mx, con rto a primeras pruebas (3.09.2021 y 17.09.2021)."
